"X","Item.label","English..translation","Item.description","Additional..comments","Response.scale....anchoring","X.1","Conditional.branching","X.2","Where.does.this.item.appear.","X.3","X.4","X.5","X.6","X.7","What.populations.have.the.items.been.used.with.","X.8","X.9","X.10","X.11","X.12","X.13","X.14","Which.datasets.does..this.item.appear.in.","Contact.person.for.each.dataset....Email","Are.datasets.","X.15","X.16","X.17","Citation.s..for.each.item.group.of.items","Adapted.from.an.existing.item...Optional.","Reference.for.existing.item..Optional.","How.have.items.been..administered..e.g..pen.paper...phone..PalmPilot..etc.","How.long.after.the..beep.could.begin.filling.out.the.item.","Psychometrics..optional.","X.18","Remarks..optional.","X.19","X.20","X.21"
"","op dit moment voel ik me angstig","right now, i feel anxious","negative affect/ high arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","matcham, f., barattieri di san pietro, c., bulgari, v., de girolamo, g., dobson, r., eriksson, h., ﾅ hotopf, m. (2019). remote assessment of disease and relapse in major depressive disorder (radar-mdd): a multi-centre prospective cohort study protocol. bmc psychiatry, 19(1), 72. https://doi.org/10.1186/s12888-019-2049-z","","","phone","90 seconds","","","","","",""
"","op dit moment voel ik me ge�rriteerd","right now, i feel irritated","negative affect/ high arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","matcham, f., barattieri di san pietro, c., bulgari, v., de girolamo, g., dobson, r., eriksson, h., � hotopf, m. (2019). remote assessment of disease and relapse in major depressive disorder (radar-mdd): a multi-centre prospective cohort study protocol. bmc psychiatry, 19(1), 72. https://doi.org/10.1186/s12888-019-2049-z","","","phone","90 seconds","","","","","",""
"","op dit moment voel ik me somber","right now, i feel down","negative affect/ low arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","matcham, f., barattieri di san pietro, c., bulgari, v., de girolamo, g., dobson, r., eriksson, h., ﾅ hotopf, m. (2019). remote assessment of disease and relapse in major depressive disorder (radar-mdd): a multi-centre prospective cohort study protocol. bmc psychiatry, 19(1), 72. https://doi.org/10.1186/s12888-019-2049-z","","","phone","90 seconds","","","","","",""
"","op dit moment voel ik me bedroefd","right now, i feel sad","negative affect/ low arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","item was changed to fit the format of the other mood items.","engelen, u., de peuter, s., victoir, a., van diest, i., & van den bergh, o. (2006). verdere validering van de positive and negative affect schedule (panas) en vergelijking van twee nederlandstalige versies. gedrag en gezondheid, 34(2), 61-70.","phone","90 seconds","","","","","",""
"","op dit moment voel ik me prikkelbaar","right now, i feel irritable","negative affect/ high arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","peeters, f., nicholson, n. a., & berkhof, j. (2003). cortisol responses to daily events in major depressive disorder. psychosom med, 65(5), 836-841.","","","phone","90 seconds","","","","","",""
"","op dit moment voel ik me gespannen","right now, i feel nervous","negative affect/ high arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","peeters, f., nicholson, n. a., & berkhof, j. (2003). cortisol responses to daily events in major depressive disorder. psychosom med, 65(5), 836-841.","","","phone","90 seconds","","","","","",""
"","op dit moment voel ik me teleurgesteld","right now, i feel disappointed","negative affect/ neutral arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","geschwind, n., peeters, f., drukker, m., van os, j., & wichers, m. (2011). mindfulness training increases momentary positive emotions and reward experience in adults vulnerable to depression: a randomized controlled trial. j consult clin psychol, 79(5), 618-628. doi:10.1037/a0024595","","","phone","90 seconds","","","","","",""
"","op dit moment voel ik me rusteloos","right now, i feel restless","negative affect/ high arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","matcham, f., barattieri di san pietro, c., bulgari, v., de girolamo, g., dobson, r., eriksson, h., ﾅ hotopf, m. (2019). remote assessment of disease and relapse in major depressive disorder (radar-mdd): a multi-centre prospective cohort study protocol. bmc psychiatry, 19(1), 72. https://doi.org/10.1186/s12888-019-2049-z","","","phone","90 seconds","","","","","",""
"","op dit moment voel ik me vermoeid. 

op dit moment voel ik me vermoeid. 

op dit moment voel ik me vermoeid. 

op dit moment voel ik me vermoeid. 

op dit moment voel ik me vermoeid. 

op dit moment voel ik me vermoeid. 

","right now, i feel fatigued

right now, i feel fatigued

right now, i feel fatigued

right now, i feel fatigued

right now, i feel fatigued

right now, i feel fatigued

","fatigue / negative affect / low arousal","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","0","original item was translated and changed to be in the same format as the other items.","van hooff, m. l., geurts, s. a., kompier, m. a., & taris, t. w. (2007). "" how fatigued do you currently feel?"" convergent and discriminant validity of a single-item fatigue measure. journal of occupational health, 49(3), 224-234.","phone","90 seconds","","","","","",""
"","op dit moment ben ik  me bewust van mijn emoties","right now, i am aware of my feelings","awareness / clarity","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","tranlated and adapted. ","lavender, j. m., tull, m. t., dilillo, d., messman-moore, t., & gratz, k. l. (2017). development and validation of a state-based measure of emotion dysregulation: the state difficulties in emotion regulation scale (s-ders). assessment, 24(2), 197ﾖ209. https://doi.org/10.1177/1073191115601218","phone","90 seconds","","","","","",""
"","ik vind het moeilijk om in een cijfer weer te geven hoe ik me voel.","i found it difficult to indicate in a number how i was feeling","ease of responding","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","wording slightly changed to be more precise. ","reininghaus, u., et al. (2019). efficacy of acceptance and commitment therapy in daily life (act-dl): study protocol for a multi-centre randomized controlled trial. manuscript submitted fro publication. ","phone","90 seconds","","","adaptations were based on pilot tests and feedback from a focus group of researchers. ","","",""
"","op dit moment voel ik mei zelfverzekerd","right now, i feel self-confident","self-esteem - general","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","matcham, f., barattieri di san pietro, c., bulgari, v., de girolamo, g., dobson, r., eriksson, h., ﾅ hotopf, m. (2019). remote assessment of disease and relapse in major depressive disorder (radar-mdd): a multi-centre prospective cohort study protocol. bmc psychiatry, 19(1), 72. https://doi.org/10.1186/s12888-019-2049-z","","","phone","90 seconds","","","","","",""
"","op dit moment ben ik tevreden met mijn uiterlijk","right now, i  feel good about my appearance","self-esteem - physical","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","translated. ","english item based on fuller-tyszkiewicz, m., mccabe, m., skouteris, h., richardson, b., nihill, k., watson, b., & solomon, d. (2015). does body satisfaction influence self-esteem in adolescents' daily lives? an experience sampling study. journal of adolescence, 45, 11-19.","phone","90 seconds","","","","","",""
"","op dit moment schaam ik me voor mezelf","right now, i am ashamed of myself","self-esteem -  social / negative affect / self-conscious","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","collip, d., nicolson, n. a., lardinois, m., lataster, t., van os, j., & myin-germeys, i. (2011). daily cortisol, stress reactivity and psychotic experiences in individuals at above average genetic risk for psychosis. psychol med, 41(11), 2305-2315. doi:10.1017/s0033291711000602","","","phone","90 seconds","","","","","",""
"","ik ben aan het nadenken over mijn problemen.","i am thinking about my problems.","rumination - intensity of focus on problems","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","item adapted and translated","moberly, n. j., & watkins, e. r. (2008). ruminative self-focus and negative affect: an experience sampling study. journal of abnormal psychology, 117(2), 314.","phone","90 seconds","","","","","",""
"","ik ben aan het nadenken over mijn gevoelens.","i am thinking about my feelings.","rumination - intensity of focus on feelings","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","item adapted and translated","moberly, n. j., & watkins, e. r. (2008). ruminative self-focus and negative affect: an experience sampling study. journal of abnormal psychology, 117(2), 314.","phone","90 seconds","","","","","",""
"","ik ben aan het piekeren","i am ruminating.","rumination - intensity general","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","matcham, f., barattieri di san pietro, c., bulgari, v., de girolamo, g., dobson, r., eriksson, h., ﾅ hotopf, m. (2019). remote assessment of disease and relapse in major depressive disorder (radar-mdd): a multi-centre prospective cohort study protocol. bmc psychiatry, 19(1), 72. https://doi.org/10.1186/s12888-019-2049-z","","","phone","90 seconds","","","","","",""
"","in welke mate heb ik sinds de vorige beep mijn aandacht van mijn emoties proberen af te leiden?","to what extent did i, since the last beep, try to distract myself from my feelings?","emotion regulation - distraction","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","original wording slightly changed and response scale changed from 0 - 100 to 1- 7","pasyugina, i., koval, p., de leersnyder, j., mesquita, b., & kuppens, p. (2015). distinguishing between level and impact of rumination as predictors of depressive symptoms: an experience sampling study. cognition and emotion, 29(4), 736-746.","phone","90 seconds","","","","","""did you actively try to distract yourself from your problems, for instance by watching television or doing sports. """,""
""," in welke mate heb ik sinds de vorige beep het uiten van mijn emoties proberen te onderdrukken?","to what extent did i, since the last beep, try to suppress the expression my feelings?","emotion regulation - expressive suppression","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","original wording slightly changed and response scale changed from 0 -100 to 1- 7","brans, k., koval, p., verduyn, p., lim, y. l., & kuppens, p. (2013). the regulation of negative and positive affect in daily life. emotion, 13(5), 926.","phone","90 seconds","","","","","",""
"","in welke mate heb ik sinds de vorige beep met anderen over mijn emoties gepraat?","to what extent did i, since the last beep, talk about my feelings with others?","emotion regulation - expression","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","","original wording slightly changed and response scale changed from 0 - 100 to 1- 7","brans, k., koval, p., verduyn, p., lim, y. l., & kuppens, p. (2013). the regulation of negative and positive affect in daily life. emotion, 13(5), 926.","phone","90 seconds","","","","","",""
